Address,City,ZIP,Distance,TravelTime,Lat,Long
14435-C Big Basin Way #291, Saratoga, CA 95070 ,8896,1047,37.2584559,-122.0328463
14435-C Big Basin Way #291, Saratoga, CA 95070 ,8896,1047,37.2584559,-122.0328463
2970 Rustic Dr., San Jose, CA 95124 ,11470,1152,37.2681578,-121.9260418
600 Avon Way, Los Altos, CA 94024 ,16385,1003,37.3670155,-122.1001185
12660 Kane Dr., Saratoga, CA 95070 ,7004,882,37.2846828,-122.0210884
660 Monticello Terr., Fremont, CA 94539 ,30519,2384,37.5344695,-121.9135321
660 Monticello Terr., Fremont, CA 94539 ,30519,2384,37.5344695,-121.9135321
355 San Pedro Rd., Half Moon Bay, CA 94019 ,61206,3558,37.5069158,-122.4641406
24555 Voorhees Dr., Los Altos Hills, CA 94022 ,16070,826,37.3603684,-122.1147907
3183 Raleigh Ct., Fremont, CA 94555 ,38882,3010,37.5785561,-122.0319745
12126 Via Roncole, Saratoga, CA 95070 ,13004,948,37.2931054,-122.0351984
1336 Cloud Ave., Menlo Park, CA 94025 ,27982,1421,37.4351486,-122.2030491
2260 Homestead Ct. #209, Los Altos, CA 94024 ,10652,759,37.3353174,-122.0656724
637 South 22nd St., San Jose, CA 95116 ,12692,1405,37.3365002,-121.8638487
3763 Benton St., Santa Clara, CA 95051 ,5625,631,37.342419,-121.9997656
3763 Benton St., Santa Clara, CA 95051 ,5625,631,37.342419,-121.9997656
2235 Skyline Dr., Milpitas, CA 95035 ,24634,2023,37.4258827,-121.865201
21995 Scenic Heights Way, Saratoga, CA 95070 ,15049,1173,37.2865368,-122.0492991
12286 Goleta Ave., Saratoga, CA 95070 ,7412,935,37.288054,-122.0232671
22705 Medina Ct., Cupertino, CA 95014 ,11307,725,37.3185085,-122.0721605
1401 Ridgeley Dr., Campbell, CA 95008 ,7944,864,37.2903131,-121.9246592
107 Osage Ave., Los Altos, CA 94022 ,18401,1085,37.3803881,-122.1060024
4960 Miramar Ave., San Jose, CA 95129 ,2295,383,37.3219894,-121.9897238
44610 Highland Pl., Fremont, CA 94539 ,29162,2164,37.5170063,-121.9107586
4574 Grimsby Dr., San Jose, CA 95130 ,5239,819,37.280472,-121.9824877
20206 Carol Ln., Saratoga, CA 95070 ,8470,956,37.2916375,-122.0273435
10968 Sycamore Dr., Cupertino, CA 95014 ,12140,798,37.3371739,-122.0901835
10968 Sycamore Dr., Cupertino, CA 95014 ,12140,798,37.3371739,-122.0901835
20832 Greenleaf Dr., Cupertino, CA 95014,7291,592,37.3306909,-122.0383969
20832 Greenleaf Dr., Cupertino, CA 95014,7291,592,37.3306909,-122.0383969
PO Box 466, Cupertino, CA 95015 ,7667,648,37.3203133,-122.0299289
985 Woodview Pl., San Jose, CA 95120 ,25764,2152,37.2064218,-121.8375667
24100 Hillview Rd., Los Altos Hills, CA 94024 ,14473,709,37.3556625,-122.1040874
18817 Casa Blanca Ln., Saratoga, CA 95070 ,6955,942,37.2718412,-122.0009316
23495 Belaire Ct., Los Gatos, CA 95033 ,30563,2066,37.1235475,-121.9527298
14254 Esther Dr., San Jose, CA 95124 ,9155,1132,37.2614421,-121.93553
P.O. Box 70336, Sunnyvale, CA 94086 ,9637,944,37.3716595,-122.0213
12762 Lantana Ave, Saratoga, CA 95070 ,5423,739,37.282585,-121.9869484
576 Cherrywood Drive, Sunnyvale, CA 94087 ,9707,888,37.364153,-122.0360447
259 Pasa Robles Ave. Ste. A, Los Altos, CA 94022 ,20387,1260,37.3984217,-122.1198207
16275 Camellia Terr., Los Gatos, CA 95032 ,13506,1100,37.2407782,-121.9541651
1390 Saddle Rack Street APT 434, San Jose, CA 95126 ,6008,881,37.3196406,-121.9129558
13309 Via Ranchero Dr., Saratoga, CA 95070 ,6768,877,37.2750574,-122.0124619
478 Knoll Dr., Los Altos, CA 94024 ,15396,831,37.3596072,-122.1027342
22541 Old Santa Cruz Hwy., Los Gatos, CA 95033 ,27110,1873,37.1450827,-121.9708858
11523 Bianchini Lane, Cupertino, CA 95014 ,12334,937,37.2998458,-122.0345248
10518 Gascoigne Dr, Cupertino, CA 95014 ,3698,470,37.3150517,-121.9980052
10585 San Leandro Ave., Cupertino, CA 95014 ,11598,752,37.3140249,-122.0670294
454 Saratoga Ave. # 103, San Jose, CA 95129 ,633,195,37.3187909,-121.9734763
746 Torreya Ave., Sunnyvale, CA 94086 ,7216,722,37.362109,-121.9987258
20254 Pierce Rd., Saratoga, CA 95070 ,7548,894,37.2819185,-122.027726
215 W. Hunter Ln., Fremont, CA 94539 ,28288,2031,37.5207816,-121.9191825
13216 Pierce Rd., Saratoga, CA 95070 ,9018,1002,37.2758265,-122.0392594
1626 Swift Ct., Sunnyvale, CA 94087 ,5048,578,37.3396926,-122.0017134
735 Greenview Pl., Los Altos, CA 94024 ,15633,859,37.3563181,-122.0961939
10415 Dempster Ave., Cupertino, CA 95014 ,9850,689,37.3282651,-122.055119
1669 Albatross Dr., Sunnyvale, CA 94087 ,7140,585,37.3392564,-122.031438
735 Greenview Pl., Los Altos, CA 94024 ,15633,859,37.3563181,-122.0961939
867 Cordilleras Ave., San Carlos, CA 94070 ,41397,1956,37.4967325,-122.2646029
1850 Cavalier Ct., San Jose, CA 95124 ,9336,1033,37.2799693,-121.9243154
10497 Manzanita Ct., Cupertino, CA 95014 ,11527,736,37.3294297,-122.0753599
2072 Rockhurst Ct., Santa Clara, CA 95051 ,7736,827,37.3606649,-121.9890365
10651 Merriman Rd., Cupertino, CA 95014 ,11644,745,37.3135122,-122.0700526
212 Lester Ln., Los Gatos, CA 95032 ,12518,988,37.2475495,-121.9538863
6749 Michele Way, San Jose, CA 95129 ,6479,768,37.3056783,-122.0229709
879 Madidi Pl., San Jose, CA 95128 ,3275,520,37.311104,-121.948538
3071 Knights Bridge Rd, San Jose, CA 95132 ,22062,1820,37.4071626,-121.8618289
1181 Payne Dr., Los Altos, CA 94024 ,13088,862,37.3557614,-122.0818583
3382 Olsen Dr., San Jose, CA 95117 ,3440,585,37.3185261,-121.9574901
3382 Olsen Dr., San Jose, CA 95117 ,3440,585,37.3185261,-121.9574901
266 Bayview Ave., San Jose, CA 95127 ,18681,1905,37.3805436,-121.8202737
18644 Paseo Tierra, Saratoga, CA 95070 ,4966,669,37.2824328,-121.9966564
1098 Judson Dr., Mountain View, CA 94040 ,16999,1135,37.3906104,-122.0996828
6176 Countess Dr., San Jose, CA 95129 ,5514,678,37.3038955,-122.0127472
15432 Banyan Ln., Monte Sereno, CA 95030 ,9901,1229,37.2442925,-121.9935441
12270 Country Squire Ln., Saratoga, CA 95070 ,6896,810,37.2900548,-122.0090285
2343 Homestead Rd., Santa Clara, CA 95050 ,3358,539,37.3420388,-121.9652329
14858 Gypsy Hill Rd., Saratoga, CA 95070 ,8954,1112,37.2525408,-122.0037943
3885 Arbuckle Dr., San Jose, CA 95124 ,11941,1354,37.259349,-121.9209551
462 Saratoga Ave. #106, San Jose, CA 95129 ,504,179,37.3197585,-121.9726788
630 Twelve Acres Dr., Los Altos, CA 94022 ,20040,1207,37.3928347,-122.1265389
20896 Elenda Dr., Cupertino, CA 95014 ,10282,679,37.32611,-122.039576
1300 Legend Ln., San Jose, CA 95131 ,13253,1419,37.3737242,-121.8814419
18310 Chadbourne Ln., Monte Sereno, CA 95030 ,9570,1145,37.244256,-121.9919576
21391 Milford Dr., Cupertino, CA 95014 ,10304,657,37.3298475,-122.0488299
23150 Mora Glen Dr., Los Altos, CA 94024 ,16069,879,37.3388825,-122.0938425
104 Elm Wood Ct., Los Gatos, CA 95032 ,7224,1010,37.2648153,-121.9760698
1852 Valparaiso Ave., Menlo Park, CA 94025 ,28219,1390,37.4380364,-122.2024982
998 Redmond Ave., San Jose, CA 95120 ,22366,1840,37.2270774,-121.8604944
48911 Crest View Cmn., Fremont, CA 94539 ,30788,2043,37.4723941,-121.8942455
15195 Piedmont Rd., Saratoga, CA 95070 ,10349,1218,37.2472709,-122.0265545
18907 Hayfield Ct., Saratoga, CA 95070 ,8445,1069,37.2596424,-122.0248758
865 The Dalles Ave., Sunnyvale, CA 94087 ,8686,777,37.3448219,-122.0486988
1345 Cowper St., Palo Alto, CA 94301 ,25822,1299,37.44151,-122.1484128
378 Montclair Dr., Santa Clara, CA 95051 ,3619,411,37.3293985,-121.9992126
15657 Shady Ln., Los Gatos, CA 95032 ,16183,1382,37.2318172,-121.9403793
5923 Thorntree Dr., San Jose, CA 95120 ,20931,1755,37.2380376,-121.8761854
5142 Fern Ridge Cir., Discovery Bay, CA 94505 ,111045,7022,37.9224859,-121.6208051
610 Los Trancos Rd., Portola Valley, CA 94028 ,28873,1313,37.3680071,-122.2004576
1309 Flax Moss Ct., San Jose, CA 95120 ,20327,1696,37.2236925,-121.8816121
886 Calaveras Ridge Dr., Milpitas, CA 95035 ,27176,1922,37.4494412,-121.8823614
1256 Minnesota Ave., San Jose, CA 95125-3841 ,8438,1081,37.3011542,-121.9042045
1256 Minnesota Ave., San Jose, CA 95125-3841 ,8438,1081,37.3011542,-121.9042045
930 Commercial St., Palo Alto, CA 94303 ,20255,971,37.4232744,-122.1001157
930 Commercial St., Palo Alto, CA 94303 ,20255,971,37.4232744,-122.1001157
21050 Canyon Oak Way, Cupertino, CA 95014 ,11500,724,37.3292594,-122.0754256
957 Amstutz Dr., San Jose, CA 95129 ,1718,339,37.3106069,-121.9825621
4279 Mackin Woods Ln., San Jose, CA 95135 ,24595,2315,37.3070229,-121.7637923
48865 Crown Ridge Comm., Fremont, CA 94539 ,30587,2010,37.4725763,-121.8925523
48865 Crown Ridge Comm., Fremont, CA 94539 ,30587,2010,37.4725763,-121.8925523
1131 Hillslope Pl., Los Altos, CA 94024 ,15524,836,37.3613654,-122.1016231
1393 Cuernavaca Cir., Mountain View, CA 94040 ,15259,937,37.372435,-122.0630877
10070 Firwood Dr., Cupertino, CA 95014 ,11457,758,37.3214399,-122.0744006
4364 Burdick Ln., Santa Clara, CA 95054 ,11165,1216,37.3995726,-121.9493346
12470 De Sanka Ave., Saratoga, CA 95070 ,7832,971,37.2868884,-122.0274439
3203 Fawn Dr., San Jose, CA 95124 ,11981,1228,37.2653783,-121.9243932
18597 Cox Ave, Saratoga, CA 95070 ,5127,695,37.2806127,-121.9961308
401 Levin Ave., Mountain View, CA 94040 ,13787,944,37.3658145,-122.0748352
13890 Ravenwood Dr., Saratoga, CA 95070 ,6679,873,37.2666887,-121.9914491
5224 Hecker Ct., San Jose, CA 95135 ,23761,2251,37.2871767,-121.7630964
19569 Chardonnay Ct., Saratoga, CA 95070 ,7399,903,37.2789388,-122.0154294
741 Kilkenny Ct., Sunnyvale, CA 94087 ,6444,627,37.3398901,-122.0198896
18960 McFarland Avenue, Saratoga, CA 95070 ,5528,735,37.2789681,-122.0026624
112 Tyler Ave., Santa Clara, CA 95050 ,3268,510,37.3266268,-121.9586657
1544 Clay Dr., Los Altos, CA 94024 ,11664,725,37.3508143,-122.0684054
772 Bicknell Rd., Los Gatos, CA 95030-2150 ,9226,1118,37.2501332,-121.9859519
18596 Arbolado Way, Saratoga, CA 95070 ,8568,1049,37.2524515,-121.9979552
21510 Saratoga Heights Dr., Saratoga, CA 95070 ,11116,1291,37.2575037,-122.0514293
1438 Enderby Way, Sunnyvale, CA 94087 ,11848,748,37.3465338,-122.055942
2510 Bentley Ridge, San Jose, CA 95138 ,22458,2106,37.2859003,-121.7739896
1345 Floyd Ave., Sunnyvale, CA 94087 ,8155,725,37.3509744,-122.0260738
2273 Fairhill Ln., San Jose, CA 95125 ,10811,1256,37.2822935,-121.9050676
1551 Alma St., Palo Alto, CA 94301 ,27093,1334,37.4351724,-122.1508589
13152 Ten Oak Way, Saratoga, CA 95070 ,7352,939,37.2774187,-122.0191577
1017 Summerview Dr., San Jose, CA 95132 ,19829,1739,37.3862397,-121.8532471
5895 Foligno Way, San Jose, CA 95138 ,25108,2391,37.271595,-121.7619093
3971 Valerie Dr., Campbell, CA 95008 ,5407,801,37.2796621,-121.9708763
938 Sunbonnet Loop, San Jose, CA 95125 ,15034,1635,37.2815248,-121.8795127
1021 Oakmont Pl., San Jose, CA 95117 ,2041,350,37.3080832,-121.9705571
1117 Merrimac Dr., Sunnyvale, CA 94087 ,12086,724,37.3619079,-122.0577522
1117 Merrimac Dr., Sunnyvale, CA 94087 ,12086,724,37.3619079,-122.0577522
2198 Lark Hills Ct., San Jose, CA 95138 ,22272,2135,37.2917711,-121.7758982
14415 Esther Dr., San Jose, CA 95124 ,9128,1131,37.2590394,-121.9358185
2380 Bentley Ridge Dr., San Jose, CA 95138 ,22776,2133,37.2865899,-121.7705957
1091 Laurie Ave., San Jose, CA 95125 ,10070,1362,37.2967622,-121.8920901
19970 Herriman Ave., Saratoga, CA 95070 ,7751,941,37.266168,-122.0228644
1648 Via Campagna, San Jose, CA 95120 ,18572,1618,37.2217042,-121.9033547
24 Adam Way, Atherton, CA 94027 ,34868,1775,37.4634539,-122.2076537
20065 Cedar Tree Ln., Cupertino, CA 95014 ,6934,608,37.3314398,-122.0240084
14232 Juniper Ln., Saratoga, CA 95070 ,8251,999,37.2611173,-122.0249606
1490 Michael Ct., Milpitas, CA 95035 ,26794,1903,37.4462903,-121.8831751
1429 Spruance Ct, San Jose, CA 95128 ,5768,820,37.2980182,-121.9367594
5793 Cannes Pl., San Jose, CA 95138 ,25147,2416,37.2762285,-121.7522558
433 Maar Ave., Fremont, CA 94536 ,43378,2799,37.568842,-121.9588592
2502 Bentley Ridge Dr., San Jose, CA 95138 ,22480,2108,37.2858992,-121.7737476
611 Tomi Lea St., Los Altos, CA 94022 ,19413,1121,37.3923961,-122.116305
18720 Vista De Almaden, San Jose, CA 95120 ,25684,2136,37.2253498,-121.8444769
1021 Burlwood Dr., San Jose, CA 95120 ,24977,2079,37.2115562,-121.8428037
4924 Eastbourne Ct., San Jose, CA 95138 ,30595,2488,37.2863428,-121.7821357
703 Chopin Dr., Sunnyvale, CA 94087 ,8330,781,37.3569443,-122.0220769
19689 Douglass Lane, Saratoga, CA 95070 ,8270,994,37.2594656,-122.016884
1670 Merrill # 13, San Jose, CA 95124 ,16249,1409,37.2407254,-121.9079817
322 Central Ave., Sunnyvale, CA 94086 ,9924,984,37.3729523,-122.0242375
3438 Pinotin Ct., San Jose, CA 95148 ,21865,2190,37.318564,-121.7695912
390 W. Latimer Ave., Campbell, CA 95008 ,4883,644,37.2906207,-121.956667
PO Box 2722, Menlo Park, CA 94026 ,29737,1599,37.4498706,-122.1797434
12794 Camrose Ave., Saratoga, CA 95070 ,5371,710,37.282138,-121.9880214
22005 Dorsey Way, Saratoga, CA 95070 ,11043,1219,37.261814,-122.0434858
1742 El Codo Way, San Jose, CA 95124 ,11173,1232,37.2727993,-121.9135653
1560 Rosecrest Terr., San Jose, CA 95126 ,8060,1039,37.3292806,-121.9231755
1172 Scotland Dr., Cupertino, CA 95014 ,12812,944,37.3035029,-122.0363965
2013 Paseo Del Sol, San Jose, CA 95124 ,8715,1107,37.2638659,-121.9349876
4439 Piper Dr., San Jose, CA 95129 ,2157,394,37.305808,-121.9801039
27935 Roble Blanco Ct., Los Altos Hills, CA 94022 ,22504,1049,37.377499,-122.1649017
10511 Beardon Dr., Cupertino, CA 95014 ,7188,578,37.3304098,-122.0368795
1238 Nightingale Ct., Los Altos, CA 94024 ,11830,804,37.3498903,-122.07961
1238 Nightingale Ct., Los Altos, CA 94024 ,11830,804,37.3498903,-122.07961
2327 Quail Bluff Pl., San Jose, CA 95121 ,21427,2044,37.2978261,-121.7836491
11257 Bubb Rd., Cupertino, CA 95014 ,11295,877,37.3043161,-122.0504246
1308 Garthwick Dr., Los Altos, CA 94024 ,12243,772,37.3541045,-122.0774656
18090 Daves Ave., Monte Sereno, CA 95030 ,11013,1233,37.241919,-121.9872571
11703 Dorothy Anne Way, Cupertino, CA 95014 ,11984,976,37.2983886,-122.0498925
3239 Turnstone Ln., Fremont, CA 94555 ,39986,3072,37.5850324,-122.0446659
13896 Yerba Santa Ct., Saratoga, CA 95070 ,7277,923,37.2673319,-122.0127154
13896 Yerba Santa Ct., Saratoga, CA 95070 ,7277,923,37.2673319,-122.0127154
1422 Knowlton Dr., Sunnyvale, CA 94087 ,9173,806,37.3473742,-122.0489871
504 Angus Dr., Milpitas, CA 95035 ,19898,1712,37.4391325,-121.8989129
1636 Heritage Bay Pl., San Jose, CA 95138 ,21949,2175,37.2901223,-121.7972899
1525 Nuthatch Ln, Sunnyvale, CA 94087 ,6313,616,37.3436324,-122.0109489
381 Fenley Ave., San Jose, CA 95117 ,2256,546,37.3213769,-121.9563662
234 Lyell St., Los Altos, CA 94022 ,17527,1018,37.3754818,-122.1085557
12253 Fredericksburg Dr., Saratoga, CA 95070 ,7222,846,37.2839391,-122.0248428
741 Enright Ave., Santa Clara, CA 95050 ,3447,579,37.3419118,-121.959998
4622 Burke Dr., Santa Clara, CA 95054 ,10824,1205,37.4010291,-121.9574649
910 Emory Ave., Campbell, CA 95008 ,6549,823,37.2736922,-121.9573637
797 Penitencia St., Milpitas, CA 95035 ,19003,1632,37.4386263,-121.9140674
1841 Grant Park Ln., Los Altos, CA 94024 ,12353,817,37.346311,-122.0692002
2230 Gianera St., Santa Clara, CA 95054 ,10714,1277,37.4012037,-121.9642814
15810 Loma Vista Ave., Los Gatos, CA 95032 ,13699,1131,37.2386308,-121.9497546
5129 Cordoy Ln., San Jose, CA 95124 ,16225,1412,37.245549,-121.9148688
15500 Francis Oaks Way, Los Gatos, CA 95032 ,16515,1441,37.2340969,-121.9390826
1880 Glen Una Ave., San Jose, CA 95125 ,11031,1322,37.2973879,-121.8890946
18612 Aspesi Dr., Saratoga, CA 95070 ,6366,825,37.2699775,-121.9958043
1626 Eagle Dr., Sunnyvale, CA 94087 ,6651,603,37.3399357,-122.0259494
7188 Sharon Dr., San Jose, CA 95129 ,12532,906,37.2971328,-122.0296724
1617 Tierra Buena Dr., San Jose, CA 95121 ,16079,1705,37.3154345,-121.8231904
1194 Cameo Dr., Campbell, CA 95008 ,8662,951,37.2824135,-121.9280827
922 Lathrop Pl., Stanford, CA 94305 ,24197,1222,37.4132912,-122.1633893
922 Lathrop Pl., Stanford, CA 94305 ,24197,1222,37.4132912,-122.1633893
2066 Abbey Ln., Campbell, CA 95008 ,5565,712,37.2851841,-121.9662219
1781 Arastradero Rd., Palo Alto, CA 94304 ,23881,1193,37.383655,-122.1889919
2797 La Jolla Ave., San Jose, CA 95124 ,10510,1141,37.2711089,-121.9187721
16185 Rose Ave., Monte Sereno, CA 95030 ,11057,1190,37.2332087,-121.9858352
10225 Denison Ave., Cupertino, CA 95014 ,6027,584,37.3262927,-122.0178316
15650 Glen Una Dr., Los Gatos, CA 95030 ,10577,1210,37.2409181,-122.0202721
14968 Granite Ct., Saratoga, CA 95070 ,9202,1088,37.2510721,-122.011485
6769 Olive Branch Ct., San Jose, CA 95120 ,24582,2090,37.2096708,-121.8587485
6769 Olive Branch Ct., San Jose, CA 95120 ,24582,2090,37.2096708,-121.8587485
1176 Pecos Way, Sunnyvale, CA 94089 ,11242,1086,37.3984359,-121.992497
3016 Oliver Dr., San Jose, CA 95135 ,23295,2216,37.3055407,-121.7750054
322 Los Padres Blvd., Santa Clara, CA 95050 ,2719,517,37.331578,-121.9553018
5738 Trowbridge Way, San Jose, CA 95138 ,24893,2373,37.2769336,-121.7543564
1131 Macias Ct., San Jose, CA 95120 ,26085,2221,37.1990745,-121.8372268
1131 Macias Ct., San Jose, CA 95120 ,26085,2221,37.1990745,-121.8372268
533 Hyannis Dr., Sunnyvale, CA 94087 ,9897,899,37.3622367,-122.033293
10494 Madrone Ct., Cupertino, CA 95014 ,11461,722,37.3289646,-122.0762993
10949 Sycamore Drive, Cupertino, CA 95014 ,12094,791,37.3368035,-122.0899839
1425 McKenzie Ave., Los Altos, CA 94024 ,13116,863,37.3567969,-122.0842043
12198 Woodside Dr., Saratoga, CA 95070 ,6411,738,37.2914729,-122.0069706
2793 Glorietta Cir., Santa Clara, CA 95051 ,1674,349,37.3292998,-121.9742463
Bentley Ridge Dr., San Jose, CA 95138 ,22498,2142,37.2915385,-121.7730281
Bentley Ridge Dr., San Jose, CA 95138 ,22498,2142,37.2915385,-121.7730281
10197 Adriana Ave., Cupertino, CA 95014 ,9802,691,37.3254538,-122.0550199
10197 Adriana Ave., Cupertino, CA 95014 ,9802,691,37.3254538,-122.0550199
16411 S. Kennedy Rd., Los Gatos, CA 95030 ,16789,1235,37.2211731,-121.9566455
16411 S. Kennedy Rd., Los Gatos, CA 95030 ,16789,1235,37.2211731,-121.9566455
704 Villa Centre Way, San Jose, CA 95128 ,3437,501,37.3196096,-121.9447576
19816 Viewridge Dr., Saratoga, CA 95070 ,7547,894,37.2921106,-122.0200972
19816 Viewridge Dr., Saratoga, CA 95070 ,7547,894,37.2921106,-122.0200972
10256 Glencoe Dr., Cupertino, CA 95014 ,10168,656,37.3265668,-122.0403826
95 Irving Ave., Atherton, CA 94027 ,33521,2068,37.4756543,-122.186438
1201 West Parr Ave., Campbell, CA 95008 ,7174,972,37.2640005,-121.9712517
1681 Campo Verde, San Jose, CA 95120 ,18577,1621,37.2226319,-121.9049195
1101 Buckingham Dr., Los Altos, CA 94024 ,13653,918,37.3620015,-122.083651
4620 Batten Way, San Jose, CA 95135-1541 ,23549,2205,37.3057022,-121.772376
27990 Via Ventana Way, Los Altos Hills, CA 94022 ,23225,1090,37.3707,-122.1674891
18921 Hayfield Ct., Saratoga, CA 95070 ,8553,1092,37.2592519,-122.0239983
819 Durshire Way, Sunnyvale, CA 94087 ,6616,642,37.3444811,-122.0179706
115 Sierra Azule Rd., Los Gatos, CA 95032 ,20599,1609,37.2238963,-121.922321
1680 Westmont Ave., Campbell, CA 95008 ,6036,833,37.2712832,-121.9801949
12175 Woodside Dr., Saratoga, CA 95070 ,6371,729,37.2918388,-122.0069477
317 MARKET ST, LOS GATOS, CA 95032 ,8519,953,37.2626233,-121.9644593
131 Pepper Ct., Los Altos, CA 94022 ,17877,1015,37.3775708,-122.1109188
18920 Congress Junction Ct., Saratoga, CA 95070 ,5916,783,37.2769488,-122.0047991
174 North Second St., Campbell, CA 95008 ,5873,824,37.2896317,-121.9460413
10181 Bilich Pl., Cupertino, CA 95014 ,5970,611,37.3253854,-122.0222921
5621 Country Club Pkwy., San Jose, CA 95138 ,24199,2266,37.2708265,-121.771592
2290 Lenox Pl., Santa Clara, CA 95054 ,10547,1224,37.4001783,-121.9646451
789 Los Robles Ave., Palo Alto, CA 94306 ,22548,1406,37.4108911,-122.1321422
47 Ellenwood Ave., Los Gatos, CA 95030 ,16550,1226,37.2286702,-121.9880994
113 John Kirk Ct., Campbell, CA 95008 ,4574,731,37.2844805,-121.9779358
2281 Cirelli Dr., San Jose, CA 95121 ,21772,2063,37.3021284,-121.7877795
19880 Robin Way, Saratoga, CA 95070 ,10062,1176,37.2467634,-122.0203925
2281 Cirelli Dr., San Jose, CA 95121 ,21772,2063,37.3021284,-121.7877795
901 Wisteria Drive, Fremont, CA 94539 ,38897,2356,37.5401323,-121.9379041
4257 Tanbark St., San Jose, CA 95128 ,1209,273,37.3136212,-121.977905
4001 Lakeview Ct., San Jose, CA 95148 ,21709,2166,37.3187122,-121.7744209
24610 Ruth Lee Ct., Los Altos, CA 94024 ,15740,872,37.3638121,-122.1091237
3484 Ambra Way, San Jose, CA 95132 ,23753,2035,37.4137184,-121.8501635
5888 Pistoia Way, San Jose, CA 95138 ,24345,2332,37.2769672,-121.7624583
1509 Crespi Dr., San Jose, CA 95129 ,3633,522,37.2954644,-121.9913289
1615 Pala Ranch Cir., San Jose, CA 95133 ,14104,1543,37.3677222,-121.8714461
3230 Cantada Ct., San Jose, CA 95135 ,24540,2350,37.3064363,-121.7623399
2922 Meadowlands Ln., San Jose, CA 95135 ,24868,2305,37.2797429,-121.7507381
22406 Rancho Ventura St., Cupertino, CA 95014,10957,686,37.3196388,-122.0670701
759 Widget Dr., San Jose, CA 95117 ,2075,423,37.313703,-121.9606974
8111 Park Villa Cir., Cupertino, CA 95014 ,10337,752,37.3143388,-122.0522909
3179 Bryant St., Palo Alto, CA 94306 ,26603,1383,37.4244544,-122.1282861
20122 Pampas Ct., Saratoga, CA 95070 ,7801,913,37.2934077,-122.0240552
20122 Pampas Ct., Saratoga, CA 95070 ,7801,913,37.2934077,-122.0240552
2471 Ramona St., Palo Alto, CA 94301 ,25862,1320,37.4295837,-122.1372683
15317 Sobey Rd., Saratoga, CA 95070 ,9071,1036,37.245508,-121.9977916
739 Ashton Oaks Way, San Jose, CA 95138 ,25881,2166,37.2476477,-121.7662185
20818 Garden Gate Dr., Cupertino, CA 95014 ,7668,616,37.327065,-122.0381153
4 Wilmington Acres Ct., Emerald Hills, CA 94062 ,36123,1680,37.4559596,-122.2618843
612 Bainbridge St., Foster City, CA 94404 ,54696,2903,37.5474864,-122.266302
612 Bainbridge St., Foster City, CA 94404 ,54696,2903,37.5474864,-122.266302
1471 Hollenbeck Ave., Sunnyvale, CA 94087 ,8117,677,37.3454347,-122.0415128
3310 Princeton Way, Santa Clara, CA 95051 ,3810,550,37.3373008,-121.9886987
1432 Dentwood Dr., San Jose, CA 95118 ,17021,1478,37.2496442,-121.8933778
1711 B Marshall Ct., Los Altos, CA 94024 ,10528,721,37.3381894,-122.0639572
1019 Leo Dr., San Jose, CA 95129 ,1775,325,37.307943,-121.9813137
1145 Alderbrook Ln., San Jose, CA 95129 ,6034,689,37.3044129,-122.0186436
11792 Pinebrook Ln., Cupertino, CA 95014 ,13643,1045,37.2962849,-122.0443361
400 Glenmoor Cir., Milpitas, CA 95035 ,19008,1632,37.4407584,-121.9154532
887 Russet Dr., Sunnyvale, CA 94087 ,9879,897,37.3617361,-122.0397104
4574 Terra Pl., San Jose, CA 95121 ,20561,2010,37.2982473,-121.7894102
1248 Heatherstone Wy., Sunnyvale, CA 94087 ,12678,782,37.3677122,-122.060023
47 Shearer Dr., Atherton, CA 94027 ,34848,1735,37.4650113,-122.2105851
120 Calle El Padre, Los Gatos, CA 95032-1237 ,8476,1109,37.2609055,-121.9803269
964 Almaden Lane, San Jose, CA 95125 ,12841,1351,37.2872723,-121.881926
417 Ardis Ave., San Jose, CA 95117 ,2264,539,37.3205306,-121.9574178
903 W. El Camino Real, Sunnyvale, CA 94087 ,14163,999,37.370984,-122.044097
1411 Stanton Way, San Jose, CA 95131 ,14678,1553,37.3773053,-121.8851307
19801 Scotland Dr., Saratoga, CA 95070 ,7225,911,37.2753536,-122.0193339
20706 Kirwin Ln., Cupertino, CA 95014 ,8555,699,37.3133557,-122.0360213
1640 Crestview Drive, Los Altos, CA 94024 ,12925,834,37.3486751,-122.0894677
20385 Via Portofino, Cupertino, CA 95014 ,7062,629,37.3359501,-122.0303302
6975 Hollow Lake Way, San Jose, CA 95120 ,26478,2317,37.1972751,-121.8505704
14079 Arcadia Palms Dr., Saratoga, CA 95070 ,7585,961,37.2629824,-121.9992699
2050 Biarritz Pl., San Jose, CA 95138 ,25191,2427,37.2746764,-121.7651629
2050 Biarritz Pl., San Jose, CA 95138 ,25191,2427,37.2746764,-121.7651629
23694 Stratton Ct., Hayward, CA 94541 ,75211,4683,37.6802951,-122.0550406
4737 Hill Top View Pl., San Jose, CA 95138 ,22737,2228,37.2842167,-121.7915595
920 Rockdale Dr., San Jose, CA 95129 ,1976,374,37.3107611,-121.9849454
1334 Rosalia Ave., San Jose, CA 95130 ,2735,438,37.2999935,-121.974573
102 Shereen Pl., Campbell, CA 95008 ,5437,732,37.2881041,-121.9649155
1362 Pauline Dr., Sunnyvale, CA 94087 ,7384,691,37.3498737,-122.0201592
5379 Canyon Hills Ln., San Jose, CA 95138 ,22412,2142,37.2880649,-121.7746606
